statement,predicted_label_id,predicted_status,confidence
"
Thay từ “bạo lực” bằng từ “mạnh mẽ” trong câu đã cho.: 

Cô ấy phản ứng dữ dội với tin tức này.
",3,Normal,0.2618841
"Vâng. Bất cứ khi nào tôi bắt đầu cảm thấy choáng ngợp trước nỗi đau mất đi vị hôn thê của mình, tôi nhận thấy rằng mình rất muốn tìm đến rượu như một cơ chế đối phó. Giống như tôi muốn tạm thời thoát khỏi hiện thực.",2,Depression,0.23704277
"À, chúng tôi từng đi dạo rất lâu trong công viên và nắm tay nhau. Nó luôn khiến chúng tôi cảm thấy gần gũi nhau hơn, ngay cả khi mọi thứ khó khăn.",6,Suicidal,0.1758592
"Tôi đang rất bối rối. Gần đây gia đình tôi đã trải qua rất nhiều mâu thuẫn và điều đó thực sự khiến tôi tổn thương. Cảm giác như tất cả chúng tôi đang dần xa nhau và tôi không biết làm cách nào để khắc phục điều đó. Trên hết, tình hình tài chính của chúng tôi đang rơi vào tình trạng hỗn loạn, càng làm tăng thêm căng thẳng.",2,Depression,0.2138709
"À, gần đây tôi vừa trải qua một cuộc chia tay. Đó là một mối quan hệ lâu dài và mặc dù cả hai chúng tôi đều biết rằng nó không có kết quả nhưng tôi vẫn cảm thấy đó là một mất mát đáng kể. Sự bình yên đến từ việc cuối cùng đã chấp nhận kết thúc, nhưng nỗi hoảng sợ lại đến từ nỗi sợ phải ở một mình và bắt đầu lại.",2,Depression,0.19820155
Tôi chưa thực sự nghĩ về nó. Tôi đoán là tôi luôn cảm thấy mình cần phải chứng tỏ bản thân và luôn sẵn sàng. Thật khó để tưởng tượng việc thiết lập ranh giới mà không cảm thấy tội lỗi hay lo lắng về hậu quả.,2,Depression,0.19619031
"Tôi đoán là tôi có thể dành thời gian cụ thể mỗi ngày để tham gia vào các hoạt động này, ngay cả khi chỉ trong vài phút. Việc ưu tiên chúng sẽ nhắc nhở tôi về tầm quan trọng của chúng và giúp tôi nuôi dưỡng ý thức về giá trị bản thân.",3,Normal,0.18621737
"Well, we've grown closer than ever before. Our love seems to have deepened, and we understand each other in ways we never did before. It's magical!",2,Depression,0.18882899
"Này , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy hơi tức giận và tôi nghĩ nó liên quan đến cuộc hôn nhân của tôi.",2,Depression,0.18963926
"Xin chào , tôi hy vọng bạn vẫn ổn. Tôi quyết định tìm kiếm liệu pháp vì gần đây tôi cảm thấy thực sự bất an và đầy sợ hãi. Nó đã ảnh hưởng đến các mối quan hệ cá nhân của tôi và tôi không muốn để nỗi sợ hãi này cản trở mình nữa.",5,Stress,0.18025364
Thank you. Your encouragement means a lot to me. I'll continue working on myself and finding healthy ways to cope with work-related stress. I'm grateful to have you as my therapist.,2,Depression,0.22349511
"Tôi đoán điều khiến tôi thất vọng nhất là tôi đã nghĩ anh ấy chính là người duy nhất. Chúng ta đã cùng nhau có rất nhiều kế hoạch và ước mơ, và giờ tất cả đều tan vỡ.",6,Suicidal,0.19189112
