statement,predicted_label_id,predicted_status,confidence
"Thành thật mà nói, tôi đang cố gắng đánh lạc hướng bản thân, nhưng rõ ràng là tôi không thể gạt những cảm xúc này sang một bên. Tôi cần phải đối đầu trực tiếp với họ, hiểu lý do tại sao tôi lại cảm thấy như vậy và tìm cách xây dựng lại cảm giác an toàn của mình.",1,Bipolar,0.20497337
"Thành thật mà nói, tôi không thể nhớ lần cuối cùng tôi cảm thấy niềm vui hay sự thỏa mãn thực sự là khi nào. Chứng nghiện của tôi đã tước đi mọi đam mê hoặc sở thích của tôi. Giống như tôi đang bị mắc kẹt trong một cái hố tối tăm, không thể nhìn thấy chút ánh sáng nào.",2,Depression,0.24516933
Chúng tôi đã ở bên nhau một thời gian dài và anh ấy đột nhiên quyết định rằng mình cần không gian. Nó chỉ làm tôi mất cảnh giác.,6,Suicidal,0.18982218
Các con tôi đã hiểu biết một cách đáng ngạc nhiên. Họ khá sâu sắc và có vẻ đồng cảm với tôi. Họ đã đề nghị hỗ trợ và là nguồn an ủi lớn lao trong thời điểm khó khăn này. Thật ngạc nhiên là trẻ em có thể kiên cường đến thế.,2,Depression,0.1712892
"""What is Newtons first law of motion?""?",2,Depression,0.22738332
"Tôi tin rằng một yếu tố góp phần là xu hướng so sánh bản thân với người khác. Nhìn thấy những thành công của họ thường phóng đại những thất bại mà tôi nhận thấy. Phương tiện truyền thông xã hội cũng không giúp ích gì vì nó chỉ giới thiệu những khoảnh khắc nổi bật trong cuộc sống của mọi người, khiến mọi người dễ cảm thấy thiếu thốn.",1,Bipolar,0.1912957
"Tôi đã do dự về sự hỗ trợ chuyên nghiệp, nhưng bây giờ tôi nhận ra rằng nó có thể tạo ra sự khác biệt. Đã đến lúc gạt nỗi sợ hãi của tôi sang một bên và tìm kiếm sự giúp đỡ mà tôi thực sự cần. Cảm ơn bạn đã hướng dẫn tôi hướng tới nhận thức này. Tôi đánh giá cao sự đồng cảm và hiểu biết của bạn.",6,Suicidal,0.16108143
"You're right. It might be time for me to take that step and reach out for professional help. I've come far on my own, but sometimes, we all need a little extra guidance and support. I'm grateful to have you as my therapist, and I know you'll continue to ask the right questions and guide me toward finding greater happiness.",2,Depression,0.19678666
"Để vượt qua nỗi sợ hãi này, tôi đang nỗ lực xây dựng sự tự tin và sức mạnh nội tâm của mình. Tôi nhắc nhở bản thân rằng hạnh phúc và sự thỏa mãn của tôi không phụ thuộc vào sự chấp thuận của người khác. Tôi vây quanh mình với những cá nhân hỗ trợ và thấu hiểu, những người nâng cao tinh thần của tôi và khuyến khích tôi trở thành con người thật của mình.",1,Bipolar,0.24315237
"Chắc chắn rồi. Vì thế gần đây tôi thường xuyên cảm thấy mình luôn trong trạng thái bồn chồn. Tôi có rất nhiều ý tưởng và khát vọng, nhưng tôi gặp khó khăn khi quyết tâm đi theo một con đường cụ thể. Tôi đoán là tôi sợ đưa ra quyết định sai lầm và không hài lòng về lâu dài.",2,Depression,0.17690597
"Đối với tôi, việc vẽ tranh mang lại cảm giác giải thoát, giống như một cách để thoát khỏi những suy nghĩ choáng ngợp trong đầu. Nó cho phép tôi bày tỏ cảm xúc của mình mà không cần phải diễn đạt chúng thành lời. Về thông điệp, tôi muốn truyền tải cảm giác về vẻ đẹp và sự tổn thương. Tôi muốn tạo ra tác phẩm nghệ thuật có thể nói chuyện với mọi người và giúp họ hiểu được sự phức tạp trong cảm xúc của con người.",2,Depression,0.18721586
How did dinosaurs communicate with each other?,2,Depression,0.19061163
Tôi rất muốn thử chúng. Những lời khẳng định và bài tập nền tảng dường như là những công cụ mạnh mẽ giúp tôi lấy lại quyền kiểm soát tâm trí và cảm xúc. Tôi biết ơn sự hướng dẫn bạn đã cung cấp ngày hôm nay. Nó mang lại cho tôi cảm giác hy vọng mới và quyết tâm đối mặt trực tiếp với chứng trầm cảm của mình.,5,Stress,0.20945676
Tôi cảm thấy rất cô đơn và bị lừa dối. Bạn bè của tôi luôn gây ra xung đột và điều đó bắt đầu gây tổn hại cho tôi.,2,Depression,0.21214384
"Tôi đã thử một số cách, như tập thể dục và viết nhật ký, nhưng dường như chúng không có tác dụng tương tự. Giống như không có gì khác có thể lấp đầy khoảng trống đó.",0,Anxiety,0.1871168
"They expect me to support them financially in every aspect of their lives. My parents are retired, and my siblings are struggling with their own careers. I feel like it's my duty to take care of everyone, but it's become a burden. I can hardly manage my own expenses, let alone carry the weight of my entire family.",2,Depression,0.18995707
"Chà, gần đây tôi đã mất việc do đại dịch, và có cảm giác như tôi đã mất đi một phần lớn danh tính của mình. Tôi đã cống hiến rất nhiều thời gian và công sức cho công việc đó và giờ đây tôi cảm thấy lạc lõng và không chắc chắn về tương lai.",5,Stress,0.17898752
"Vâng, tôi cũng đang suy ngẫm về hành vi của chính mình. Tôi muốn cố gắng thấu hiểu hơn và ít phản ứng hơn khi xung đột nảy sinh. Đó là điều tôi nhận ra và mong muốn cải thiện. Bằng cách làm gương, tôi hy vọng nó sẽ khuyến khích gia đình tôi làm điều tương tự.",5,Stress,0.20579244
"Chắc chắn rồi. Chứng nghiện của tôi đã tiêu hao cuộc sống của tôi. Nó đã lấy đi năng lượng, động lực và niềm vui của tôi. Tôi từng là một người sôi nổi và yêu đời, luôn mong muốn khám phá những khả năng mới. Nhưng bây giờ tôi cảm thấy bế tắc và trống rỗng. Tôi đã làm thất vọng những người quan tâm đến tôi nhất, đặc biệt là anh ấy. Tôi muốn đòi lại cuộc sống của mình và cho anh ấy thấy rằng tôi có thể là người mà anh ấy yêu.",5,Stress,0.20755795
Cô ấy luôn ở đó vì tôi. Cô ấy lắng nghe mà không phán xét và khiến tôi cảm thấy được thấu hiểu. Chúng tôi đã có rất nhiều niềm vui bên nhau và tôi biết mình có thể dựa vào cô ấy dù có chuyện gì xảy ra. Những phẩm chất đó có ý nghĩa cả thế giới đối với tôi.,1,Bipolar,0.22224161
"Chà, tôi luôn tìm thấy niềm an ủi khi tham gia vào các hoạt động mang lại cho tôi niềm vui, như vẽ tranh và viết nhật ký. Có lẽ việc dành nhiều thời gian hơn cho những hoạt động này sẽ giúp tôi cảm thấy vững vàng và an tâm hơn về bản thân.",5,Stress,0.19450386
Cảm ơn. Tôi sẽ thử. Tôi đánh giá cao sự hướng dẫn và hỗ trợ của bạn trong thời gian thử thách này.,2,Depression,0.23480593
"Tôi nghĩ khi lớn lên, luôn có áp lực phải hoàn hảo và không ngừng chứng tỏ bản thân. Tôi tin rằng thành công phải đi kèm với sự đấu tranh, nếu không nó sẽ không chân thực. Điều đó dường như đã chuyển sang suy nghĩ hiện tại của tôi, nơi tôi cảm thấy như mình đang lừa dối nếu không liên tục đẩy bản thân đến mức kiệt sức.",1,Bipolar,0.19436851
