statement,predicted_label_id,predicted_status,confidence
Tôi biết ơn sự hướng dẫn của bạn. Tôi cảm thấy yên tâm khi có ai đó ở bên cạnh khi tôi vượt qua những thử thách này. Tôi đang mong chờ các phiên họp của chúng ta và những tiến bộ mà chúng sẽ mang lại.,3,Normal,0.19715096
What is a radiation shield?,4,Personality disorder,0.18681677
Cảm ơn. Gần đây tôi có một số triệu chứng lạ mà tôi không thể giải thích được. Mức năng lượng của tôi xuống thấp và tôi khó ngủ. Nó đã ảnh hưởng đến tâm trạng và năng suất chung của tôi.,5,Stress,0.18425255
"I try to have open and honest conversations with my kids, encourage their interests, and spend quality time together. I've also been reading parenting books and attending workshops to learn more.",4,Personality disorder,0.20255513
"Chắc chắn rồi. Tôi nghĩ điều làm tôi khó chịu nhất là cảm giác không đủ. Tôi cứ nghĩ về tất cả những điều lẽ ra tôi có thể làm khác đi, và có lẽ nếu tôi quan tâm hoặc hỗ trợ nhiều hơn thì mọi chuyện đã có thể diễn ra khác đi. Thật khó để không để những suy nghĩ đó tiêu diệt tôi.",2,Depression,0.20336796
"Đó là điều mà trước đây tôi chưa từng cân nhắc, nhưng nó chắc chắn có vẻ là một nguồn tài nguyên quý giá. Làm việc với một nhà trị liệu hiểu được những thách thức đặc biệt trong việc cân bằng giữa công việc và cuộc sống cá nhân có thể vô cùng hữu ích.",5,Stress,0.17672843
"Chà, có vẻ như mọi thứ đều kích hoạt nó. Ngay cả những công việc đơn giản hàng ngày cũng có thể khiến bạn cảm thấy khó khăn và choáng ngợp. Như thể tâm trí tôi luôn chạy đua với những suy nghĩ tiêu cực, nói với tôi rằng tôi không đủ giỏi và số phận tôi sẽ thất bại. Tôi không thể thoát khỏi những suy nghĩ này.",5,Stress,0.19590569
Tôi nghĩ sẽ rất hữu ích nếu thiết lập một số ranh giới trong tương lai. Chúng ta cần phải rõ ràng về những mong đợi của mình và tìm cách giải quyết xung đột mà không dùng đến những lời nói tức giận và gây tổn thương.,2,Depression,0.17821102
"Chà, tôi cứ tua đi tua lại mọi thứ trong đầu mình. Tôi nghĩ về tất cả những điều lẽ ra tôi có thể làm khác đi, tất cả những sai lầm tôi đã mắc phải. Nó giống như một vòng lặp liên tục không bao giờ dừng lại.",2,Depression,0.1724111
Tôi đoán nó đáng để thử. Nhưng nếu chúng ta thử tất cả những cách này mà mọi việc vẫn không cải thiện thì sao? Nếu chúng ta không thể tìm ra giải pháp thì sao?,2,Depression,0.17452377
Tôi cảm thấy choáng ngợp bởi những mối quan hệ cá nhân của mình. Dường như sức nặng của nỗi sợ hãi đang đè bẹp tôi từ mọi phía.,1,Bipolar,0.26474714
Tôi nghĩ sẽ rất hữu ích nếu dành thời gian riêng mỗi ngày để kiểm tra lẫn nhau và luyện tập lắng nghe tích cực. Chúng ta có thể tạo ra một không gian an toàn cho những cuộc trò chuyện cởi mở và trung thực mà không bị phán xét hay gián đoạn.,3,Normal,0.23200974
What is Machine Learning?,6,Suicidal,0.18082394
"Tôi thấy bối rối về những xung đột gần đây với bạn bè của mình. Cụ thể là có một người bạn này, chúng ta hãy gọi cô ấy là Lisa, và mối quan hệ của chúng tôi rất phức tạp. Tôi không hiểu tại sao chúng tôi cứ xung đột, và điều đó làm tôi bận tâm.",3,Normal,0.19135731
"Chà, gần đây tôi đã mất đi một người rất quan trọng đối với mình và tôi rất đau buồn về sự mất mát của họ. Thật khó khăn khi cố gắng vượt qua hành trình đầy cảm xúc này và điều đó khiến tôi sợ phải mở lòng với người khác.",0,Anxiety,0.21209359
"Honestly, I've been struggling to find healthy ways to cope. There are days when I withdraw from everyone, seeking solace in solitude. Other times, I find myself desperately reaching out to friends, longing for the familiar warmth we used to share. But it's hard to trust others when the ones closest to you have hurt you the most.",2,Depression,0.20279299
Cảm ơn. Tôi chắc chắn sẽ cố gắng kết hợp những chiến lược đó vào thói quen của mình. Thật vui khi biết rằng có những bước tôi có thể thực hiện để cải thiện trải nghiệm làm việc và giảm bớt sự bất an của mình.,2,Depression,0.17593949
"Tôi cảm thấy vừa lo lắng vừa hy vọng. Thật khó để diễn đạt những suy nghĩ và cảm xúc của mình thành lời, nhưng tôi tin rằng đó có thể là cơ hội tốt nhất để tôi giải quyết xung đột và tìm ra con đường tiến tới với bạn bè.",2,Depression,0.1996547
Tôi đoán tôi chỉ lo lắng về tương lai. Tôi không biết cuộc chia tay này có ý nghĩa gì đối với gia đình chúng tôi và mọi thứ sẽ thay đổi như thế nào trong tương lai.,5,Stress,0.20470199
Tôi đang nghĩ đến việc tạo một không gian tưởng niệm nhỏ trong nhà với những bức tranh và đồ vật khiến tôi nhớ đến mẹ. Đó có thể là nơi tôi có thể đến để cảm thấy gần gũi với cô ấy và tôn vinh ký ức về cô ấy.,2,Depression,0.19480093
"Sự phát triển cá nhân và việc tự chăm sóc bản thân sẽ đóng những vai trò quan trọng trong hành trình phục hồi của tôi. Tôi dự định kết hợp các hoạt động như trị liệu, thực hành chánh niệm, tập thể dục và nuôi dưỡng các mối quan hệ vào thói quen hàng ngày của mình. Bằng cách áp dụng những phương pháp chăm sóc bản thân này, tôi tin rằng mình có thể nuôi dưỡng cảm giác bình yên nội tâm và nâng cao sức khỏe tổng thể của mình.",5,Stress,0.20187889
"Well, amidst the heartache, I discovered my inner strength. I realized that I am capable of standing up for myself and choosing my happiness over a toxic situation. It's empowering to witness my own growth and resilience throughout this process.",4,Personality disorder,0.1825322
"Tôi sẽ làm vậy. Nói chuyện với bạn đã cho tôi một số sự rõ ràng. Tôi biết điều đó sẽ không dễ dàng, nhưng tôi sẵn sàng tiếp tục tiến về phía trước, từng ngày một.",2,Depression,0.17048225
Lời nói của bạn có ý nghĩa cả thế giới đối với tôi. Cảm ơn bạn một lần nữa vì đã ở đó vì tôi. Tôi sẽ cố gắng hết sức để chăm sóc bản thân và đón nhận hành trình chữa lành này. Tôi biết ơn sự hướng dẫn và tình yêu của bạn.,1,Bipolar,0.19205634
Name some problems that are solved by artificial intelligence algorithms.?,2,Depression,0.18865402
"Well, I recently applied for a job that I really wanted, but I didn't get it. I put so much effort into my application and interviews, and it felt like a blow when they rejected me. It made me question my abilities and worth.",2,Depression,0.19351405
Tôi thấy nhẹ nhõm khi nghe điều đó. Tôi đã sẵn sàng đi sâu vào quá khứ của mình và làm sáng tỏ mạng lưới rối rắm trong các mối quan hệ của mình. Tôi muốn hiểu lý do tại sao tôi tiếp tục tìm thấy chính mình trong những động lực độc hại này và học cách nuôi dưỡng những kết nối lành mạnh hơn.,1,Bipolar,0.17814338
"Yes, exactly! At work, I feel like there's always this looming expectation to constantly perform at my best, meet deadlines, and exceed expectations. And with the wedding preparations, there's an unspoken pressure to ensure everything is perfect and goes smoothly. It's like I'm constantly trying to prove myself in both realms.",2,Depression,0.20211388
Tôi có một ý tưởng là lên lịch các cuộc gọi điện video thường xuyên và đảm bảo chúng tôi dành thời gian riêng để kết nối. Lập kế hoạch về thăm quê hương và cập nhật cho nhau về những chuyến đi tương ứng của chúng ta có thể là một cách để thu hẹp khoảng cách.,1,Bipolar,0.1892396
"Gần đây tôi cảm thấy rất tội lỗi và choáng ngợp. Tôi dường như không thể thoát khỏi dòng chảy căng thẳng liên tục này và nó ảnh hưởng đến mọi khía cạnh của cuộc sống của tôi. Tôi đang mất ngủ, tôi đang mất tập trung và tôi đang mất hy vọng.",5,Stress,0.22581139
"I feel a glimmer of hope. Talking about this has helped me realize that I have the power to take care of myself and create healthy boundaries. It won't magically solve everything, but it's a step in the right direction.",2,Depression,0.21535914
Tôi đã cố gắng nhưng dường như mọi chuyện luôn dẫn đến nhiều tranh cãi hơn. Giống như chúng ta đang mắc kẹt trong vòng luẩn quẩn này và không ai trong chúng ta biết cách thoát ra. Tôi sợ rằng chúng tôi sẽ ngày càng xa nhau hơn.,1,Bipolar,0.21063249
"""What is the difference between prime number and composite number?""?",6,Suicidal,0.17193809
"Chà, một trong những ước mơ lớn nhất của tôi là trở thành một nhạc sĩ thành công. Tôi đã từng dành hàng giờ để chơi guitar và viết bài hát. Nhưng bây giờ, nó chỉ như một kỷ niệm xa xăm. Tôi bị mắc kẹt trong một công việc mà tôi ghét, và nó đang giết chết tôi từ bên trong.",0,Anxiety,0.23297423
"Tôi đã từng ám chỉ điều đó trước đây, nhưng tôi chưa bao giờ hoàn toàn cởi mở về mức độ nghiện ngập của mình. Có lẽ đã đến lúc có cuộc trò chuyện đó. Tôi chỉ rất lo lắng không biết cô ấy sẽ phản ứng thế nào. Lỡ như cô ấy chán tôi thì sao? Tôi không biết liệu tôi có thể chịu đựng được việc mất cô ấy hay không.",2,Depression,0.22349548
"Tôi đã cố gắng nhưng các cuộc trò chuyện không có vẻ hiệu quả lắm. Cuối cùng, chúng ta tập trung vào việc đổ lỗi hơn là cố gắng hiểu quan điểm của nhau. Thật nản lòng vì tôi luôn tin vào sức mạnh của giao tiếp có thể đưa mọi người đến gần nhau hơn.",1,Bipolar,0.1649953
"Bạn đưa ra một quan điểm thuyết phục. Trong thâm tâm tôi biết rằng mình không thể cứ tiếp tục như thế này, thường xuyên chìm đắm trong lo lắng và sợ hãi. Tôi thực sự muốn tìm một chút bình yên, ngay cả khi điều đó đồng nghĩa với việc chấp nhận rằng chồng tôi có thể không bao giờ quay trở lại. Tôi sẵn sàng thử liệu pháp này và xem liệu nó có giúp tôi tìm được sự ổn định về mặt cảm xúc hay không.",2,Depression,0.2003968
"Tôi muốn được cảm nhận lại, cả niềm vui lẫn nỗi đau. Tôi muốn điều hướng cảm xúc của mình mà không cảm thấy choáng ngợp hoặc mất kết nối. Cuối cùng, mục tiêu của tôi là xây dựng lại niềm tin đó trong bản thân và nuôi dưỡng những mối quan hệ lành mạnh hơn với những người khác.",1,Bipolar,0.25534713
"Well, I've been dedicating countless hours to honing my skills, attending art classes, and creating pieces that I pour my heart into. However, despite my efforts, I haven't been able to get my work recognized or sold. It's disheartening, and I'm starting to question if I'm on the right path.",2,Depression,0.19758983
Tôi cho rằng tôi có thể thử điều đó. Thật khó để kiểm soát cảm xúc của mình khi tôi cảm thấy nhu cầu của mình đang bị coi thường.,1,Bipolar,0.24189678
