statement,predicted_label_id,predicted_status,confidence
Tôi đoán là không thực sự. Tôi đã quá tập trung vào việc cố gắng hòa nhập nên chưa từng nghĩ đến việc tìm kiếm cộng đồng của riêng mình.,1,Bipolar,0.20090407
Tôi thực sự không có một hệ thống hỗ trợ mạnh mẽ trong thời thơ ấu của mình. Cha mẹ tôi đang phải giải quyết những vấn đề của riêng họ và các anh chị em của tôi còn quá nhỏ để có thể hiểu được. Kết quả là tôi thường dựa vào những chất liệu bên ngoài để lấp đầy khoảng trống đó và tìm thấy cảm giác an toàn nào đó.,5,Stress,0.19173685
I could definitely make that a priority. It's important to recharge and replenish my energy outside of work.,2,Depression,0.18860078
Cảm ơn. Sự hỗ trợ của bạn có ý nghĩa rất lớn đối với tôi. Tôi sẽ cố gắng hết sức để giữ thái độ tích cực và tiếp tục hướng tới một mối quan hệ hạnh phúc và viên mãn hơn.,2,Depression,0.17480178
Generate a story beginning with: “It all started when …”?,5,Stress,0.19633622
"Tôi đã thử nhiều kỹ thuật khác nhau, chẳng hạn như các bài tập thở sâu và những lời khẳng định tích cực, nhưng chúng không giúp ích nhiều. Có cảm giác như dù tôi có cố gắng thế nào thì sự lo lắng vẫn luôn chế ngự được tôi.",4,Personality disorder,0.16865459
Tôi rất tức giận với chính mình. Tôi cảm thấy như một sự thất bại.,2,Depression,0.24072316
Cảm ơn sự thông cảm của bạn. Gần đây tôi đã mất việc và có cảm giác như một phần danh tính của tôi đã bị lấy đi. Thật khó khăn để tìm thấy sức mạnh để tiến về phía trước và tìm thấy ý nghĩa trong cuộc sống của tôi.,0,Anxiety,0.2000367
"That's a great idea. When I take a step back and reflect, I can see that I've made strides in my career. I've overcome challenges and acquired new skills along the way. Additionally, I have supportive friends and a loving family who are always there for me. These are definitely strengths that I should focus on rather than dwelling on what I haven't accomplished yet.",2,Depression,0.21645455
Không hẳn đâu. Tôi đã do dự khi đề cập đến vấn đề này vì tôi không muốn tạo thêm căng thẳng cho cô ấy. Cô ấy luôn ủng hộ tôi và tôi không muốn cô ấy lo lắng cho tôi.,2,Depression,0.22352026
"Thank you. Your guidance and support have been invaluable throughout this conversation. Moving forward, I would appreciate your continued encouragement and guidance as I navigate the highs and lows of my mental health journey. Together, we can explore strategies, uncover new insights, and ensure that I stay on the path of healing and growth.",2,Depression,0.1896233
Nghe có vẻ khả thi đấy. Tôi sẽ cố gắng dành một vài giờ vào mỗi Thứ Bảy và Chủ Nhật để hoàn toàn đắm mình vào nhiếp ảnh của mình. Tôi tin rằng nó sẽ mang lại sự phấn khích rất cần thiết cho cuộc sống của tôi.,0,Anxiety,0.19567204
"Chà, tôi luôn bị hấp dẫn bởi nhiếp ảnh và nấu ăn. Chúng có vẻ đầy thách thức nhưng cũng bổ ích. Có lẽ việc thử một trong những thứ đó có thể giúp tôi tìm được niềm đam mê mới.",6,Suicidal,0.18554819
Tôi vẫn chưa thực sự mở lòng với bất kỳ ai.,3,Normal,0.23549585
"Cảm ơn. Thành thật mà nói, nó thật khó khăn. Một số ngày, tôi cảm thấy như mình đã bước tiếp và những ngày khác, tôi cảm thấy như những kỷ niệm đang gặm nhấm tôi. Tôi đã cố gắng tập trung vào những cuộc trò chuyện nhỏ và những khía cạnh tích cực trong cuộc sống của mình, nhưng thật khó để bỏ qua nỗi đau sâu sắc mà sự lạm dụng đã gây ra.",5,Stress,0.17787835
"Hội họa hấp dẫn tôi vì nó cho phép tôi khai thác khía cạnh nghệ thuật của mình. Tôi luôn ngạc nhiên trước cách màu sắc và nét vẽ có thể truyền tải những cảm xúc mà ngôn từ đôi khi không thể diễn tả được. Thông qua hội họa, tôi hy vọng khám phá khả năng sáng tạo của mình, tìm thấy niềm an ủi trong quá trình này và có thể có được một góc nhìn mới về cuộc sống.",1,Bipolar,0.21274811
Tôi nghĩ nó bắt đầu sau khi chúng tôi có đứa con đầu lòng. Trọng tâm của chúng tôi chuyển sang vai trò mới là cha mẹ và chúng tôi bắt đầu bỏ bê mối quan hệ của mình. Đó là một quá trình dần dần và giờ tôi cảm thấy chúng tôi giống bạn cùng phòng hơn là đối tác lãng mạn.,6,Suicidal,0.21966143
"I haven't yet, but maybe it's time to have an open conversation with them. Maybe they're feeling the same way, and we can work through our differences together.",2,Depression,0.18699424
Sự lo lắng của tôi khiến tôi liên tục lo lắng và suy nghĩ quá nhiều về mọi thứ. Tôi trở nên căng thẳng và thật khó để thư giãn. Bạn tôi nói với tôi rằng việc ở bên tôi ngày càng trở nên khó khăn vì tôi luôn ở trong tình trạng khó chịu.,2,Depression,0.20341128
"Chà, mọi chuyện bắt đầu từ vài tuần trước khi tôi và bạn tôi bất đồng quan điểm về một điều gì đó tầm thường. Tôi không bao giờ mong đợi nó sẽ leo thang đến mức độ căng thẳng này.",3,Normal,0.22866507
"Tôi cố gắng xem xét các yếu tố khác, nhưng thật khó để tin rằng đó không phải lỗi của tôi. Tôi đã được nói rất nhiều lần rằng tôi phải chịu trách nhiệm cho hạnh phúc của chính mình nhưng tôi cảm thấy điều đó là không thể đạt được.",5,Stress,0.19132574
"I wish I could believe that. Sometimes, it feels like this sadness will never go away, no matter what I do.",2,Depression,0.19693251
