statement,predicted_label_id,predicted_status,confidence
"Vâng, tôi đã thử nói chuyện với bạn bè và gia đình mình, nhưng có vẻ như họ không hiểu hết. Họ cố gắng giúp đỡ nhưng có vẻ như họ chỉ đang bảo tôi hãy tiếp tục. Tôi ước tôi có thể, nhưng nó không dễ dàng như vậy.",2,Depression,0.1613094
I expected each team member to contribute equally and for us to achieve a high level of success. I wanted it to be an opportunity for us to showcase our skills and work together effectively.,4,Personality disorder,0.18313421
Chuyển đổi 3/2 thành số thập phân.,3,Normal,0.18931033
"Thanks. Well, I've been battling addiction for years. It started off innocently enough, just trying to fit in with friends and escape life's pressures, but it quickly spiraled out of control. I feel like this addiction has taken over my life, and I'm ready to break free from its grip.",2,Depression,0.19196403
Cảm ơn. Tôi chắc chắn sẽ ưu tiên việc chăm sóc bản thân và tìm thấy những giây phút bình yên giữa bộn bề. Tôi hiểu rằng điều cần thiết là cá nhân tôi phải ở một nơi tốt để đóng góp tích cực vào hành trình giải quyết xung đột và tìm kiếm sự hòa hợp của gia đình tôi.,2,Depression,0.21837083
"Tôi đã cố gắng tập trung vào việc chăm sóc bản thân nhưng điều đó thật khó khăn. Tôi tìm thấy niềm an ủi khi viết nhật ký, cho phép tôi thoải mái bày tỏ cảm xúc và suy nghĩ của mình. Đi bộ dài trong thiên nhiên cũng giúp tôi tạm thời xoa dịu tâm trí lo lắng. Tuy nhiên, có những khoảnh khắc dường như không gì có thể lấp đầy khoảng trống do cuộc chia tay để lại.",2,Depression,0.18617554
"Yes, absolutely! It's fascinating how each painting carries a piece of my soul. I've noticed that my artwork often reflects a sense of serenity and a celebration of nature's beauty. The vibrant colors and serene landscapes I create seem to resonate with my inner longing for peace and connection with the world around me. It's like I'm painting my own little sanctuary, a refuge of love and happiness.",2,Depression,0.18580492
Tôi nghĩ hiện tại tôi đang cảm thấy hy vọng và hào hứng khi bắt tay vào con đường mới này. Sự hướng dẫn của bạn đã giúp tôi tự tin theo đuổi hội họa như một sở thích mới của mình. Cảm ơn  vì đã tin tưởng và ủng hộ tôi trên hành trình thay đổi và khám phá bản thân này.,5,Stress,0.21085905
Cảm ơn. Lời nói của bạn mang lại cho tôi một tia hy vọng trong biển cả bóng tối này. Tôi sẽ tập trung sức lực và cân nhắc tìm kiếm sự giúp đỡ từ bên ngoài gia đình. Đã đến lúc phải chăm sóc bản thân và tìm ra sự hướng dẫn cần thiết để vượt qua cuộc xung đột gia đình đau đớn này.,2,Depression,0.23018187
"Cảm ơn. Tôi cảm thấy tốt hơn khi có cuộc trò chuyện này. Tôi chắc chắn sẽ coi liệu pháp như một nguồn tài nguyên bổ sung. Hiện tại, tôi nghĩ mình đã có quan điểm rõ ràng hơn và có kế hoạch để giải quyết cảm giác tội lỗi và xung đột của mình. Có điều gì cụ thể mà bạn khuyên tôi nên tập trung vào việc tiến về phía trước không?",2,Depression,0.20520954
I suppose it couldn't hurt to give it a try. I just feel so down about myself. I constantly compare myself to others and come up short.,2,Depression,0.22626704
Cảm ơn. Sự hướng dẫn và hiểu biết của bạn có ý nghĩa rất lớn đối với tôi. Bây giờ tôi cảm thấy hy vọng hơn khi biết rằng tôi có sự hỗ trợ của các bạn trên hành trình này. Tôi rất hào hứng khi bắt đầu khám phá và xem nó sẽ đưa tôi đến đâu.,1,Bipolar,0.23007792
"Tôi nghĩ một trong những điểm mạnh của tôi là sự kiên trì. Ngay cả khi mọi thứ trở nên khó khăn, tôi vẫn luôn tìm ra cách để tiếp tục. Tôi đã từng đối mặt với nhiều khó khăn trước đây và bằng cách nào đó, tôi đã trở nên mạnh mẽ hơn ở phía bên kia.",2,Depression,0.19844213
Tôi thực sự biết ơn sự giúp đỡ của bạn. Gần đây tôi đang phải vật lộn với một số vấn đề về sức khỏe và nó ảnh hưởng đến tài chính của tôi.,5,Stress,0.19546932
Tôi sẽ đánh giá cao sự hướng dẫn của bạn. Có lẽ chúng ta có thể bắt đầu bằng việc khám phá những kỹ thuật thư giãn hoặc chiến lược quản lý thời gian mà tôi có thể thực hiện ngay. Tôi muốn xây dựng khả năng phục hồi và có thể giải quyết những thách thức liên quan đến công việc hiệu quả hơn.,5,Stress,0.1733145
Điều đó có ý nghĩa. Kiên nhẫn và tự chăm sóc bản thân sẽ là nguyên tắc chỉ đạo của tôi. Tôi hy vọng rằng tôi có thể vượt qua cơn nghiện và giành lại cuộc sống của mình. Cảm ơn sự thông cảm và thấu hiểu của bạn. Tôi đã sẵn sàng bắt tay vào cuộc hành trình hướng tới sự chữa lành này.,5,Stress,0.20300381
"À, gần đây tôi đang phải vật lộn để kiếm sống. Với những hóa đơn chồng chất và những khoản chi tiêu bất ngờ, tôi có cảm giác như mình đang liên tục đi trên dây. Tôi lo lắng rằng tôi sẽ không thể chu cấp cho gia đình và tôi sẽ không bao giờ tiến lên được.",2,Depression,0.20831124
Họ chắc chắn đang gây thiệt hại cho tôi. Tôi thấy mình liên tục suy nghĩ quá nhiều và cô lập bản thân khỏi các hoạt động xã hội. Tôi không muốn tạo gánh nặng cho bạn bè bằng những lo lắng của mình mà điều đó chỉ làm tăng thêm cảm giác cô đơn của tôi.,1,Bipolar,0.23796074
