statement,predicted_label_id,predicted_status,confidence
Tôi chưa nghĩ tới điều đó. Việc xác định lại một thứ mang rất nhiều tầm quan trọng và ý nghĩa có vẻ như là một nhiệm vụ khó khăn. Nhưng tôi hiểu tầm quan trọng của việc tôn vinh quá khứ đồng thời đón nhận những khởi đầu mới.,1,Bipolar,0.2085661
"Tạo mật khẩu hợp lệ phải chứa ít nhất 10 ký tự, một chữ hoa, một chữ thường và một số.",5,Stress,0.18783864
Tôi nghĩ việc nhìn thấy những lời nhắc nhở về thời gian chúng ta bên nhau hoặc nghe một số bài hát nhất định sẽ mang lại vô số ký ức và cảm xúc. Nó gần giống như hồi tưởng lại cuộc chia tay hết lần này đến lần khác. Thật khó để tiến về phía trước khi những tác nhân này tiếp tục xuất hiện trở lại.,2,Depression,0.19361377
"Đó là một góc nhìn mà tôi chưa từng nghĩ đến. Vâng, với hội họa, tôi phát hiện ra rằng tôi thực sự tìm thấy niềm vui trong quá trình này, ngay cả khi kết quả cuối cùng không như mong đợi. Và với làm vườn, mặc dù cây của tôi không phát triển tốt, nhưng tôi đã học được về khả năng phục hồi và sự kiên nhẫn. Có lẽ tôi không nên để những thất bại được cho là này định nghĩa bản thân mình.",6,Suicidal,0.20240709
"Tôi đã cố gắng hiểu quan điểm của cô ấy, nhưng cô ấy không đưa ra bất kỳ lý do nào cho hành vi của mình đối với tôi. Thật là bực bội vì tôi muốn giải quyết xung đột của chúng tôi và kết nối lại, nhưng có cảm giác như cô ấy đang đẩy tôi ra ngoài.",6,Suicidal,0.21815415
Nó khiến tôi đặt câu hỏi về giá trị và khả năng của chính mình. Tôi từng rất đam mê công việc của mình nhưng giờ đây thậm chí tôi còn khó tìm được động lực để ra khỏi giường vào buổi sáng. Tôi cảm thấy bị đánh bại.,0,Anxiety,0.20505722
"Đúng, tôi đang suy ngẫm về những trải nghiệm trong quá khứ đã hình thành nên những kỳ vọng của tôi trong các mối quan hệ như thế nào. Khi lớn lên, có rất nhiều áp lực phải tuân thủ và làm hài lòng người khác. Điều này khiến tôi ưu tiên xác nhận bên ngoài và đấu tranh với việc khẳng định nhu cầu của bản thân. Tôi có cảm giác như bị mắc kẹt trong chu kỳ này và nó ảnh hưởng đến khả năng kết nối chân thực của tôi.",0,Anxiety,0.22788118
"Tôi sẽ cố gắng hết sức để tìm ra những từ thích hợp và tiếp cận anh ấy bằng tình yêu thương và sự ủng hộ. Thật khó khăn khi tôi cảm thấy như thể anh ấy đang đẩy tôi ra xa, lựa chọn sự nghiện ngập của mình thay vì mối quan hệ của chúng tôi. Tôi không thể không cảm thấy bị tổn thương.",0,Anxiety,0.21496281
"Mọi chuyện bắt đầu khi bố mẹ tôi ly hôn cách đây vài năm. Kể từ đó, gia đình thân thiết một thời của tôi tan vỡ. Thường xuyên xảy ra tranh cãi, căng thẳng và thiếu giao tiếp. Tôi cảm thấy như mình bị kẹt ở giữa, cố gắng giữ mọi người lại với nhau trong khi mất kiểm soát cảm xúc của chính mình.",0,Anxiety,0.19488831
"Điều đó có ý nghĩa. Đôi khi thật khó để không đổ lỗi cho bản thân mình. Tôi muốn giúp anh ấy, nhưng tôi cũng muốn bảo vệ hạnh phúc của chính mình.",0,Anxiety,0.23791887
  I'm feeling really overwhelmed with my academic workload. ,4,Personality disorder,0.17985341
"Đúng vậy, giống như cô ấy liên tục chỉ trích tôi, chỉ ra những khuyết điểm của tôi và so sánh tôi với người khác. Cứ như thể cô ấy luôn cố gắng làm cho tôi cảm thấy không thỏa đáng. Tôi không thể không tiếp thu những thông điệp tiêu cực này.",0,Anxiety,0.22718295
"Vâng, thực sự! Cô ấy là người ủng hộ và cổ vũ lớn nhất của tôi trong suốt hành trình này. Tôi chia sẻ từng bức tranh với cô ấy, và những lời yêu thương và khích lệ của cô ấy không bao giờ thất bại trong việc truyền cảm hứng cho tôi. Mối quan hệ của chúng tôi ngày càng bền chặt hơn nhờ trải nghiệm được chia sẻ này và tôi vô cùng biết ơn sự hỗ trợ của cô ấy.",0,Anxiety,0.19247714
Tôi cảm thấy một sự pha trộn của sự phấn khích và lo lắng. Đó là một bước để lấy lại cuộc sống của tôi và tìm kiếm sự cân bằng lành mạnh hơn. Tôi sẵn sàng thực hiện những thay đổi này và ưu tiên sức khỏe của bản thân.,4,Personality disorder,0.18908948
I just want to say thank you. This conversation has given me a renewed sense of hope and excitement about the possibilities ahead. I feel motivated to take control of my life and turn this disappointment into an opportunity for growth.,0,Anxiety,0.16954729
Tôi đoán tôi có thể thử. Tôi chỉ không muốn sự lo lắng của mình phá hỏng mối quan hệ hoặc hạnh phúc của tôi.,6,Suicidal,0.24735029
Tôi đã cố gắng cởi mở với một vài người bạn nhưng thật khó để họ thực sự hiểu được. Họ cố gắng giúp đỡ nhưng có vẻ như họ chỉ đang nói những lời trống rỗng.,0,Anxiety,0.22361495
"Không, tôi chưa. Tôi đoán tôi sợ những gì họ có thể nói.",2,Depression,0.16769563
Cảm ơn. Tôi đánh giá cao sự hướng dẫn và hiểu biết của bạn thông qua cuộc trò chuyện này. Bây giờ tôi cảm thấy có động lực và hy vọng hơn.,0,Anxiety,0.24092834
Tôi sợ quá. Tôi cảm thấy như toàn bộ giá trị bản thân của mình bị bao bọc bởi ý kiến ​​của người khác về tôi. Tôi quá phụ thuộc vào sự xác nhận của họ đến mức ngột ngạt.,3,Normal,0.21443973
"Không, tôi nghĩ bây giờ thế là đủ rồi. Cảm ơn bạn đã lắng nghe và hướng dẫn tôi vượt qua điều này.",0,Anxiety,0.18329051
Sẽ rất hữu ích nếu có một số hướng dẫn trong việc tìm kiếm một nhà trị liệu. Tôi đánh giá cao lời đề nghị hỗ trợ của bạn. Thật an ủi khi biết tôi không đơn độc trong việc này.,0,Anxiety,0.16705893
"I think one of the main triggers is social media. I spend too much time scrolling through feeds, comparing myself to others, and that just leaves me feeling inadequate.",5,Stress,0.1737344
"Tôi tin, rằng sự đồng cảm, hướng dẫn và động viên của bạn sẽ là vô giá đối với tôi. Tôi cần một người có thể giữ không gian cho tôi, một người có thể giúp tôi điều hướng những cảm xúc và suy nghĩ phức tạp của mình. Chuyên môn và sự hỗ trợ của bạn sẽ cho phép tôi luôn hy vọng và có động lực ngay cả khi mọi thứ trở nên khó khăn.",0,Anxiety,0.1744803
"Chuyện bắt đầu từ vài tháng trước khi bố tôi nhận được công việc mới. Anh ấy đã làm việc nhiều giờ và có vẻ như anh ấy không còn thời gian dành cho chúng tôi nữa. Anh ấy từng tham gia vào cuộc sống của chúng tôi - tham dự các sự kiện ở trường, dành thời gian vui vẻ bên nhau - nhưng giờ anh ấy luôn bận tâm đến công việc.",6,Suicidal,0.17057757
"Chà, sau cuộc chia tay gần đây, tôi cảm thấy tội lỗi vô cùng. Giống như có lẽ tôi đã làm sai điều gì đó, hoặc lẽ ra tôi đã có thể cố gắng hơn nữa. Và bây giờ, thật khó để tôi có thể tin tưởng trở lại dù rất muốn.",2,Depression,0.1678848
Đó là điều vô cùng bổ ích. Nó khiến tôi nhận ra rằng xung đột có thể dẫn đến sự phát triển và kết nối sâu sắc hơn nếu được tiếp cận với tinh thần cởi mở. Tôi cảm thấy nhẹ nhõm và vui mừng khi biết rằng chúng tôi đã tìm ra giải pháp đáp ứng được nhu cầu của cả hai.,0,Anxiety,0.21303335
"Absolutely. Before my wife came into my life, I struggled with my self-esteem. I often had negative self-talk and doubted my abilities. However, with her love and support, I've learned to value myself more. I now recognize my strengths and achievements, and I am more hopeful about my future. Her presence has truly changed the way I see myself.",2,Depression,0.17224224
What can I do to become a more efficient writer??,1,Bipolar,0.18138455
Tôi cho rằng việc khám phá một số lựa chọn cũng không hại gì. Có lẽ tham gia vào các hoạt động mang lại niềm vui cho tôi hoặc dành thời gian chất lượng với bạn bè có thể giúp tôi lấy lại sự cân bằng trong cuộc sống.,0,Anxiety,0.21938641
"Này , tôi thực sự cảm thấy lo lắng về tình huống này với anh ấy. Chúng tôi từng là bạn tốt nhưng giờ đây dường như giữa chúng tôi thường xuyên xảy ra mâu thuẫn.",5,Stress,0.18070433
"I've tried to identify any patterns, but it seems to be a constant struggle. I'm not sure if it's related to my sleep quality or my overall lifestyle choices. I just can't seem to find the root cause.",3,Normal,0.17951758
"Khi tôi chơi ghi-ta hoặc hát, dường như mọi thứ khác đều tan biến. Tôi cảm nhận được cảm giác tự do và thể hiện mà tôi không thể tìm thấy ở bất cứ nơi nào khác. Âm nhạc luôn mang lại cho tôi sự thoải mái và cho phép tôi kết nối với người khác một cách sâu sắc. Đó là một hình thức thể hiện bản thân vượt qua lời nói và nói trực tiếp với tâm hồn. Tôi không thể tưởng tượng một cuộc sống mà không có nó.",0,Anxiety,0.2463696
Có chút lo lắng nhưng cũng đầy hy vọng. Tôi muốn mọi thứ được cải thiện.,4,Personality disorder,0.18054865
Gần đây tôi cảm thấy thực sự suy sụp. Tâm trí tôi bị bao phủ bởi nỗi buồn và dường như tôi không thể tìm thấy chút bình yên nào trong chính mình.,6,Suicidal,0.23205346
"Thành thật mà nói, đã có những trở ngại trên đường đi. Tôi phải đối mặt với sự từ chối và chỉ trích, điều đó khiến tôi nghi ngờ tài năng và giá trị của mình. Thật khó để không tiếp thu những trải nghiệm tiêu cực đó và để chúng làm giảm niềm tin vào bản thân của tôi.",0,Anxiety,0.2767223
"Chắc chắn rồi! Những tình bạn mới quen này đã giúp tôi giải quyết triệt để những bất an của mình. Bằng cách chia sẻ câu chuyện của mình và dựa vào nhau để được hỗ trợ, chúng tôi liên tục được nhắc nhở rằng chúng tôi không đơn độc trong cuộc đấu tranh của mình. Bạn có nghĩ vậy không?",4,Personality disorder,0.1689668
"Chắc chắn rồi! Chúng tôi đã vạch ra một lộ trình đầy tham vọng đưa chúng tôi đến các thành phố mang tính biểu tượng như Paris, Tokyo, Sydney, Cape Town, v.v. Mỗi địa điểm đều có sức hấp dẫn riêng và chúng ta rất nóng lòng muốn khám phá mọi ngóc ngách.",4,Personality disorder,0.1692019
"Không, tôi chưa bao giờ thực sự đào sâu vào nó. Tôi đoán là tôi luôn cảm thấy mình không đủ giỏi về tiền bạc. Lớn lên, gia đình tôi gặp khó khăn về tài chính và điều đó tạo ra rất nhiều căng thẳng, áp lực. Tôi nghĩ tôi đã mang điều đó theo mình đến khi trưởng thành.",0,Anxiety,0.17445667
"Trước đây, tôi đã thử tư vấn nhưng tôi cảm thấy khó cởi mở và kết nối với các nhà trị liệu. Tuy nhiên, tôi sẵn sàng thử lại lần nữa vì tôi không muốn mất tất cả.",6,Suicidal,0.19263421
"Well, my partner and I shared many financial responsibilities, and now that we've split up, I find myself shouldering the burden on my own. We used to split rent, utilities, and other expenses, but now it's all on me. It feels overwhelming, especially when I was already feeling discouraged about the breakup itself.",4,Personality disorder,0.16420615
"Hiện tại thì chưa, nhưng cảm ơn vì lòng tốt và sự thông cảm của bạn. Cảm giác thật tốt khi biết có ai đó quan tâm.",2,Depression,0.23450823
"Bạn nói đúng. Tôi đã cân nhắc việc điều trị được một thời gian nhưng tôi không chắc liệu đó có phải là bước đi đúng đắn hay không. Tuy nhiên, sau cuộc trò chuyện này, tôi cảm thấy cởi mở hơn với ý tưởng này. Việc có một nhà trị liệu có thể hướng dẫn tôi trong suốt hành trình này và hỗ trợ thêm có vẻ như là một cơ hội quý giá để phát triển.",0,Anxiety,0.20470123
Tôi không chắc. Tôi đã thử những lời khẳng định tích cực nhưng chúng cảm thấy trống rỗng. Có lẽ tôi cần tập trung hơn vào điểm mạnh của mình?,0,Anxiety,0.16681984
