statement,predicted_label_id,predicted_status,confidence
"Trước đây tôi chưa từng nghĩ đến việc tư vấn cho các cặp đôi, nhưng có lẽ nó có thể có ích. Tôi chỉ muốn chúng ta cùng quan điểm và có thể hỗ trợ lẫn nhau.",6,Suicidal,0.19798547
"Chà, ngay cả cơn đau đầu nhỏ nhất cũng khiến tôi lo lắng rằng đó là khối u não. Tim tôi bắt đầu đập thình thịch khi tôi cảm thấy hơi nhói ở ngực, lo sợ mình sẽ bị đau tim. Tôi biết điều đó thật phi lý, nhưng tôi không thể không chuyển sang những tình huống xấu nhất. Mỗi cơn đau nhức đều khiến tôi rơi vào trạng thái hoảng loạn.",3,Normal,0.2106136
"Cảm ơn. Lời nói của bạn có ý nghĩa rất lớn đối với tôi. Bây giờ tôi thực sự cảm thấy hy vọng về tương lai. Tôi sẵn sàng đón nhận quá trình chữa lành vì biết rằng tôi luôn có sự hướng dẫn đầy nhân ái của bạn bên cạnh. Tôi có thể vấp ngã trên đường đi, nhưng với sự hỗ trợ của bạn, tôi tin chắc rằng mình sẽ có thể giải phóng bản thân khỏi gánh nặng tội lỗi và lo lắng. Hôm nay giống như sự khởi đầu của một chương thay đổi trong cuộc đời tôi và tôi rất biết ơn khi có bạn là nhà trị liệu cho tôi.",2,Depression,0.2118484
Tạo ba câu hỏi mẫu có thể được trả lời bằng trợ lý AI.,6,Suicidal,0.17677873
Một trong những mối quan tâm chính của tôi là tôi có thể không đủ giỏi hoặc những bức tranh của tôi không đạt được kết quả như tôi mong muốn. Tôi thường cảm thấy mình thất bại và tôi lo lắng rằng sở thích này có thể chỉ củng cố thêm những cảm xúc đó.,5,Stress,0.18192558
"Tôi đã cố gắng tìm hiểu trực tuyến, nhưng thấy quá nhiều thông tin. Tôi không biết nên bắt đầu từ đâu.",6,Suicidal,0.20340659
"Tôi nhận ra rằng xung quanh mình có những ảnh hưởng tích cực, cho dù đó là những người bạn luôn ủng hộ hay tham gia vào các hoạt động mang lại niềm vui cho tôi, đều có thể góp phần mang lại hạnh phúc tổng thể cho tôi. Điều quan trọng đối với tôi là ưu tiên các thói quen chăm sóc bản thân giúp nâng cao tinh thần của tôi.",3,Normal,0.16880727
  I'm feeling really overwhelmed with my finances. ,1,Bipolar,0.17579076
"Tôi sẽ đặt mục tiêu cho bản thân, chẳng hạn như nắm bắt các chủ đề hoặc chủ đề cụ thể và chia sẻ tiến trình của mình với bạn bè và gia đình. Tôi tin rằng sự hỗ trợ và khuyến khích của họ sẽ tiếp thêm động lực cho tôi.",1,Bipolar,0.18669459
Tôi cảm thấy nhẹ nhõm vì cuối cùng cũng tìm được người để nói chuyện. Tôi đã phải vật lộn với chứng nghiện một thời gian và nó đang ảnh hưởng đến mọi khía cạnh của cuộc sống tôi. Tôi không biết bắt đầu từ đâu và làm cách nào để giải quyết tình trạng lộn xộn này. Tôi chỉ cần một người hiểu và có thể đưa ra hướng dẫn.,6,Suicidal,0.18312895
"Good point! I'll make sure to prioritize my hobbies and find joy in what I love doing. Hopefully, in doing so, I'll meet people who share similar interests and be able to form more meaningful connections.",6,Suicidal,0.21634755
"Tôi sẽ cảm thấy thỏa mãn và vui vẻ. Trong sâu thẳm, tôi biết hội họa luôn mang lại cho tôi sự bình yên, hạnh phúc. Đã đến lúc tôi đòi lại phần đó của mình và trút bỏ cơn giận.",0,Anxiety,0.18981588
"Chà, tôi đang phải đối mặt với một số vấn đề về sức khỏe và điều đó thực sự khó khăn với tôi. Tôi luôn cảm thấy mệt mỏi và nó ảnh hưởng đến cuộc sống hàng ngày của tôi. Tôi không biết phải làm gì.",3,Normal,0.22435018
"Tôi có, nhưng thật khó để tìm được một hệ thống hỗ trợ có thể hiểu được nỗi thất vọng sâu sắc của tôi. Hầu hết những người xung quanh tôi không hoàn toàn hiểu được những tổn thất về mặt cảm xúc mà cuộc hành trình này đã mang lại cho tôi. Đôi khi tôi có cảm giác như mình đang đi trên cuộc hành trình này một mình, không có ai thực sự hiểu được.",5,Stress,0.23745543
"Tôi nghĩ bước đầu tiên đối với tôi, là cho phép bản thân cảm nhận tất cả những cảm xúc đi kèm với sự đau lòng. Điều quan trọng là không nên kìm nén chúng mà thay vào đó hãy thừa nhận chúng và cho phép bản thân đau buồn về sự mất mát mà lẽ ra đã có. Từ đó, tôi muốn tập trung vào việc chăm sóc bản thân và nuôi dưỡng bản thân. Ở cạnh những người yêu thương và ủng hộ tôi, tham gia vào các hoạt động mang lại niềm vui cho tôi và viết nhật ký để xử lý cảm xúc của mình là một số điều tôi đang cân nhắc.",1,Bipolar,0.20257331
"Tôi tin rằng bằng cách kết hợp những phương pháp thực hành này, tôi không chỉ sẽ thoải mái hơn và ít căng thẳng hơn mà còn có động lực và quyết tâm hơn trong việc chăm sóc sức khỏe tổng thể của mình. Nó sẽ tạo ra hiệu ứng gợn sóng tích cực, cải thiện cả sức khỏe tinh thần và thể chất của tôi theo thời gian.",3,Normal,0.17165303
Tôi đã nghĩ đến chuyện này nhưng lại ngần ngại không dám tiếp cận. Tôi sợ bị phán xét và liệu tôi có thực sự có thể vượt qua cơn nghiện này hay không.,5,Stress,0.20340295
Cảm ơn. Tôi sẽ ghi nhớ điều đó. Tôi rất hào hứng với cuộc hành trình mới này cùng mẹ và tôi cũng đảm bảo sẽ chăm sóc bản thân mình. Thật vui khi có sự hỗ trợ và hướng dẫn của bạn.,4,Personality disorder,0.1955553
