statement,predicted_label_id,predicted_status,confidence
"Chỉ cần biết rằng tôi có ai đó để hướng tới, người có thể hướng dẫn tôi vượt qua khoảng thời gian thử thách này cũng mang lại cho tôi niềm an ủi. Cảm ơn bạn đã lắng nghe và hướng dẫn.",6,Suicidal,0.89554507
It's just so painful. I feel like I've experienced such a great loss in my life.,5,Stress,0.94499916
"Chà, tôi thường cảm thấy mình có trách nhiệm mang lại hạnh phúc và hạnh phúc cho những người xung quanh. Tôi luôn đặt nhu cầu của họ lên trước nhu cầu của mình và khi mọi chuyện không như ý muốn, tôi không thể không tự trách mình. Giống như tôi có áp lực nội tâm để làm mọi thứ ổn thỏa.",5,Stress,0.98374546
Tôi có một vài người bạn là nhà văn luôn khuyến khích và phản hồi. Họ hiểu những thách thức và giúp tôi luôn có động lực. Tôi cũng may mắn khi có một gia đình luôn ủng hộ và tin tưởng tôi.,4,Personality disorder,0.99970955
"Cảm ơn. Đó là một quan điểm tuyệt vời để xem xét. Khi suy ngẫm về cuộc sống của mình, tôi cảm thấy tự hào về khả năng khiến mọi người cười và mang lại niềm vui cho cuộc sống của họ. Tôi luôn có sở trường tìm ra sự hài hước trong các tình huống hàng ngày và đó là điều giúp tôi kết nối với những người khác. Tôi nghĩ việc nắm bắt phẩm chất này có thể nâng cao sự tự tin của tôi trong việc xây dựng các mối quan hệ sâu sắc hơn.",4,Personality disorder,0.9996239
Tôi rất bối rối và xin lỗi vì đã làm phiền bạn với những vấn đề của tôi. Tôi chỉ không biết làm thế nào để đối mặt với nỗi đau này nữa. Đã nhiều tuần kể từ khi chúng tôi chia tay nhưng dường như tôi vẫn không thể bước tiếp.,6,Suicidal,0.912827
Provide a list of tools that are essential for web development.?,3,Normal,0.9861503
Lịch sử buôn bán nô lệ Đại Tây Dương là gì?,1,Bipolar,0.6107336
"Cảm ơn. Tôi đã thử nhiều cách khác nhau để đối phó với căng thẳng, như thiền và tập thể dục. Những hoạt động này giúp ích cho tôi nhất thời nhưng khi quay trở lại môi trường làm việc, sự căng thẳng dường như lại ập đến với tôi. Tôi cảm thấy mình cần những chiến lược tốt hơn để giải quyết những yêu cầu quá lớn trong công việc của mình.",5,Stress,0.99993086
"Not at the moment, but thank you for listening and offering guidance. I appreciate your support.",5,Stress,0.95270723
"
Tạo một giả thuyết giải thích cho quan sát đã cho.: 

Quan sát: Ngày càng có nhiều người trẻ tham gia học nghề hơn bao giờ hết.
",3,Normal,0.999913
"Vâng, tôi sẽ làm vậy. Tôi nghĩ áp lực phải thể hiện tốt đang ảnh hưởng đến tôi và nó gây ra mâu thuẫn trong gia đình tôi.",5,Stress,0.99061453
