statement,predicted_label_id,predicted_status,confidence
"Tôi nghĩ tôi có thể bắt đầu bằng việc lên lịch cho các buổi tập ghi-ta thường xuyên, thậm chí chỉ trong vài phút mỗi ngày. Và đối với thiên nhiên, tôi có thể dành thời gian mỗi tuần để đi bộ đường dài hoặc đơn giản là dành thời gian ở ngoài trời, ngay cả khi chỉ ở công viên địa phương. Bằng cách nuôi dưỡng những đam mê này, tôi tin rằng mình có thể dần dần lấy lại được ý thức về mục đích và hạnh phúc.",1,Bipolar,0.17784016
Không phải lúc này. Tôi cảm thấy nhẹ nhõm khi biết rằng tôi có thể trông cậy vào sự hỗ trợ của bạn. Cảm ơn bạn đã dành thời gian và hướng dẫn.,4,Personality disorder,0.20399843
"Vâng, những cái ôm chữa lành.",5,Stress,0.2010124
"Thật khó để xác định một nguyên nhân cụ thể. Tôi nghĩ đó là sự tích tụ căng thẳng từ công việc, lo lắng về tài chính và các vấn đề về mối quan hệ. Chỉ là cảm giác như mọi thứ đang sụp đổ.",1,Bipolar,0.18879384
"Tôi nghĩ nó bắt nguồn từ những trải nghiệm thời thơ ấu và việc thường xuyên bị so sánh với những người khác. Lớn lên, dường như tôi chưa bao giờ làm gì là đủ. Nó tạo ra một cảm giác sâu sắc về sự không xứng đáng mà giờ đây nó đang tiêu diệt tôi trong nhiều khía cạnh khác nhau của cuộc sống.",4,Personality disorder,0.17478567
"Đó là về đám cưới sắp tới của tôi. Lẽ ra tôi phải cảm thấy tự tin và phấn khích, nhưng thay vào đó, tôi lại cảm thấy lo lắng tràn ngập. Tôi và vị hôn thê đã lên kế hoạch cho ngày trọng đại này trong nhiều tháng, và giờ khi ngày đó đang đến gần, tôi không khỏi cảm thấy lo lắng.",0,Anxiety,0.17710526
Mô tả Rối loạn căng thẳng sau chấn thương là gì.,5,Stress,0.20856972
Tôi nghĩ điều đó bao gồm mọi thứ vào lúc này. Cảm ơn bạn rất nhiều vì sự hỗ trợ và hướng dẫn của bạn. Tôi cảm thấy hy vọng rằng mình có thể vượt qua những xung đột này và củng cố tình bạn của mình. Tôi sẽ cập nhật cho bạn về tiến triển của mọi việc.,4,Personality disorder,0.17060602
Tôi đoán tôi. Bất cứ điều gì có thể mang lại cho tôi sự nhẹ nhõm và giúp tôi tìm lại chính mình.,6,Suicidal,0.18149094
"Chà, có một vài yếu tố dẫn tôi đến quyết định này. Thứ nhất, tôi luôn cảm nhận được động lực kinh doanh mạnh mẽ bên trong mình. Ý tưởng tạo ra thứ gì đó từ đầu và có thể tạo ra sự khác biệt tích cực trong cuộc sống của mọi người thực sự gây ấn tượng với tôi. Thứ hai, tôi đã đạt đến một điểm trong sự nghiệp mà tôi cảm thấy bị giới hạn và không được thỏa mãn, và tôi biết sâu xa rằng việc bắt đầu công việc kinh doanh của riêng mình là con đường dẫn đến sự phát triển cá nhân và nghề nghiệp thực sự.",5,Stress,0.24987078
"Xin chào , tôi hy vọng hôm nay bạn làm tốt. Gần đây tôi đang phải vật lộn một chút với lòng tự trọng của mình. Bạn thấy đấy, tôi sắp kết hôn và tôi không thể không cảm thấy hơi lo lắng về điều đó. Vị hôn thê của tôi vô cùng tự tin và điều đó đôi khi khiến tôi phải tự vấn bản thân.",4,Personality disorder,0.18218403
Cảm ơn bạn đã hiểu biết và hướng dẫn của bạn. Tôi đánh giá cao cơ hội được chia sẻ cảm xúc và suy nghĩ của mình. Một điều tôi muốn hỏi là quá trình đau buồn thường kéo dài bao lâu?,1,Bipolar,0.17090859
