statement,predicted_label_id,predicted_status,confidence
"Vâng, tôi đã nghĩ về điều đó. Ý tưởng nói chuyện với ai đó có thể hướng dẫn tôi trong suốt quá trình này thật hấp dẫn. Tôi tin rằng việc có thêm lớp hỗ trợ đó sẽ giúp tôi có được những hiểu biết sâu sắc và chiến lược đối phó mới. Đã đến lúc tôi phải ưu tiên việc chữa lành và phát triển của mình.",6,Suicidal,0.1794914
"Những cuộc trò chuyện này đã mang lại cảm giác đoàn kết và thoải mái. Thật yên tâm khi biết rằng những người khác hiểu được những gì tôi đang trải qua. Chúng tôi đã bắt đầu thảo luận về các chiến lược nhằm cải thiện môi trường làm việc của mình, có thể thông qua việc giao tiếp cởi mở hơn với sếp.",1,Bipolar,0.1740445
"Này , gần đây tôi cảm thấy thực sự mệt mỏi và điều đó khiến tôi nghĩ về thời thơ ấu của mình. Tôi không biết tại sao, nhưng tôi cảm thấy kiệt sức sâu sắc về mặt cảm xúc mà dường như tôi không thể thoát ra được.",6,Suicidal,0.20602168
"Chà, một phần trong tôi vẫn hy vọng chúng ta có thể hòa giải bằng cách nào đó. Thật khó để buông bỏ hoàn toàn và bước tiếp.",3,Normal,0.19352332
"
Hãy chỉ ra phát biểu sai: 

Đường xích đạo là điểm cao nhất trên Trái đất.
",3,Normal,0.19954
"Xin chào , gần đây tôi cảm thấy thực sự lo lắng, đặc biệt là khi nói đến việc nuôi dạy con cái.",3,Normal,0.25603876
"Không, tôi nghĩ tạm thời thế thôi. Cảm ơn bạn đã lắng nghe và ở đó vì tôi. Tôi đánh giá cao nó nhiều hơn lời nói có thể diễn tả.",1,Bipolar,0.20707563
Chỉ là tuổi thơ của tôi thực sự khó khăn. Tôi lớn lên trong một gia đình tan vỡ và có rất nhiều mâu thuẫn giữa bố mẹ tôi. Tôi thường cảm thấy không được lắng nghe và không được yêu thương.,6,Suicidal,0.21718745
"Nó chỉ được hình thành theo thời gian, bạn biết không? Chúng tôi từng không thể tách rời, nhưng gần đây mọi chuyện đã khác. Cô ấy luôn xa cách, né tránh những kế hoạch của chúng tôi và không trả lời tin nhắn của tôi. Nó khiến tôi cảm thấy bối rối và tổn thương. Tôi đã cố gắng vươn tay ra nhưng nó giống như va vào một bức tường gạch.",6,Suicidal,0.16894527
"Yes, I've been exploring different coping strategies to help me navigate this emotional journey. I've started practicing mindfulness and deep breathing exercises, which have been helpful in reducing feelings of sadness and anxiety. Additionally, I've been journaling my thoughts and emotions, which allows me to process things more effectively. These small steps have given me a sense of control and empowerment.",2,Depression,0.1999856
"Chỉ là chúng tôi đã từng rất thân thiết nhưng dạo gần đây, tôi cảm thấy mọi điều tôi nói hay làm đều gây ra căng thẳng. Tôi không hiểu điều gì đã thay đổi.",4,Personality disorder,0.16582018
"Tôi nghĩ nó cần thiết. Việc cho phép cả vợ/chồng và bản thân tôi có không gian để suy ngẫm về nhu cầu và sự phát triển cá nhân của chúng tôi có thể dẫn đến ý thức tự nhận thức cao hơn. Bằng cách tập trung vào sự phát triển cá nhân, chúng ta có thể thấy mình ở vị trí tốt hơn để nuôi dưỡng mối quan hệ và hướng tới một cuộc hôn nhân trọn vẹn hơn.",5,Stress,0.18206596
"Tôi tưởng tượng một mối quan hệ mà chúng tôi giao tiếp cởi mở, lắng nghe nhau mà không phán xét và hỗ trợ sự phát triển của nhau. Một mối quan hệ mà tôi cảm thấy có giá trị và được trân trọng.",3,Normal,0.19570014
"Chà, gần đây tôi cảm thấy chán nản và thiếu động lực để làm bất cứ điều gì. Nó ảnh hưởng đến hiệu suất công việc và các mối quan hệ cá nhân của tôi. Tôi biết mình cần phải tìm cách vượt qua điều này và đưa cuộc sống của mình trở lại đúng hướng.",2,Depression,0.19462536
