statement,predicted_label_id,predicted_status,confidence
"Tôi có bạn bè và gia đình luôn ủng hộ, nhưng đôi khi tôi cảm thấy khó có thể mở lòng với họ một cách trọn vẹn về những gì tôi đang trải qua. Tôi không muốn làm gánh nặng cho họ bằng nỗi buồn của mình nên thường giữ cảm xúc của mình cho riêng mình.",0,Anxiety,0.16374156
"Này , tôi phải lấy thứ gì đó ra khỏi ngực. Gần đây tôi đã trải qua một cuộc chia tay và điều đó khiến tôi cảm thấy chán ghét và tổn thương.",3,Normal,0.17460467
Đó là một quan điểm tuyệt vời. Bây giờ tôi cảm thấy hy vọng hơn. Tôi nghĩ tôi sẽ bắt đầu bằng cách liên hệ với một trong những người bạn thân nhất của tôi trong quá khứ và xem mọi việc diễn ra như thế nào. Tôi thực sự biết ơn sự hướng dẫn của bạn.,0,Anxiety,0.17485471
Tôi nghĩ một trong những điều lớn nhất là cảm giác như mình không đủ tốt với bạn đời của mình. Tôi cứ tự hỏi liệu mình có thể làm khác đi để giữ họ ở lại hay không.,2,Depression,0.17085874
"
Gán giá trị cho các biến a, b và c trong phương trình dưới đây.: 

a + b + c = 12
",2,Depression,0.19149628
"Một điều khiến tôi phân tâm ngay lập tức là điện thoại của tôi. Đó là thủ phạm lớn nhất khiến tôi mất đi sự chú ý và chuyển hướng tập trung. Bằng cách bỏ nó đi một cách có ý thức trong những khoảnh khắc giao tiếp này, tôi sẽ có thể tương tác hoàn toàn với những người khác. Tôi cũng có thể giảm thiểu những phiền nhiễu bên ngoài khác bằng cách tìm những không gian yên tĩnh nơi chúng ta có thể trò chuyện mà không bị gián đoạn.",2,Depression,0.18366152
"Tôi chưa có, nhưng có lẽ đã đến lúc tôi phải làm. Tôi đã cô lập bản thân, chủ yếu là vì tôi không muốn tạo gánh nặng cho ai bằng nỗi buồn của mình. Nhưng có lẽ việc nói chuyện với ai đó có thể giúp tôi vượt qua bóng tối này.",0,Anxiety,0.2219737
"Honestly, I don't think I've ever fully allowed myself to delve into the depths of this dream. But it feels like it encompasses a sense of purpose, genuine connection with others, and an inner peace that radiates throughout my life. It's like experiencing an oasis of calm amidst the chaos.",3,Normal,0.18932764
Tôi cảm thấy rất có lỗi. Tôi không thể ngừng suy nghĩ về quyết định này của mình.,4,Personality disorder,0.17825694
"Vâng, đã có một số thay đổi. Tôi nhận thấy mình mất hứng thú với những điều tôi từng yêu thích, như đi chơi với bạn bè hoặc theo đuổi sở thích. Tôi thấy mình cô lập thường xuyên hơn, điều mà tôi biết là không tốt cho sức khỏe. Tôi cũng phải vật lộn với giấc ngủ. Có đêm tôi không thể ngủ được, có đêm tôi ngủ hàng tiếng đồng hồ nhưng khi thức dậy vẫn cảm thấy kiệt sức.",5,Stress,0.1700549
Tôi nghĩ nó chủ yếu nằm trong học thuật của tôi. Tôi luôn đứng đầu lớp và tôi cảm thấy mình cần phải liên tục duy trì mức thành tích đó. Đó là rất nhiều áp lực.,2,Depression,0.23563789
"I believe shifting my focus from my own insecurities to connecting with the audience would make a significant difference. By sharing my message authentically, I'll be able to establish a genuine connection. It's reassuring to have guidance on how to navigate this challenging aspect of public speaking.",3,Normal,0.20839757
"Tôi đã vài lần cố gắng tự bỏ thuốc nhưng các triệu chứng cai nghiện và cảm giác thèm ăn quá mức. Tôi đã thử trị liệu một lần, nhưng tôi không có đủ khoảng trống để hoàn toàn cam kết với quá trình này. Tôi cảm thấy như mình đang bị mắc kẹt trong một vòng luẩn quẩn không bao giờ kết thúc.",6,Suicidal,0.18237528
"I've been trying to keep myself busy... but the sadness always finds its way back. I've been avoiding talking about it, but it's hard to escape.",3,Normal,0.1817711
What is a cursor?,2,Depression,0.24591981
"Cha tôi là người bạn thân nhất của tôi. Chúng tôi từng làm mọi việc cùng nhau và tôi thường nhờ anh ấy hướng dẫn và hỗ trợ. Sự ra đi của anh ấy đã để lại một khoảng trống lớn trong cuộc đời tôi, và tôi cảm thấy lạc lõng khi không có anh ấy. Tôi khó chấp nhận rằng anh ấy đã ra đi.",0,Anxiety,0.20470768
Vâng tôi có. Tôi đã sử dụng các ứng dụng học ngôn ngữ và luyện tập thường xuyên nhưng có cảm giác như luôn có nhiều thứ để học. Tôi không chắc liệu mình có thể đạt đến mức trôi chảy hay không.,0,Anxiety,0.18577448
"Mọi chuyện bắt đầu cách đây vài năm khi tôi mất việc. Tôi chuyển sang uống rượu như một cách để đối phó với căng thẳng và sự không chắc chắn. Ban đầu nó là một cách để làm tôi tê liệt vì đau đớn, nhưng bây giờ tôi dường như không thể dừng lại được. Nó ảnh hưởng đến mọi khía cạnh trong cuộc sống của tôi và cuộc hôn nhân của tôi đang đau khổ vì nó.",1,Bipolar,0.16753857
"Thank you so much. Your guidance and support have been immensely helpful throughout this process. At this moment, I feel a sense of closure and contentment regarding my breakup. I believe I've expressed everything I needed to, and I'm excited to embark on this new chapter filled with happiness and self-love.",3,Normal,0.2047227
Tôi kiệt sức rồi. Cuộc hôn nhân của tôi dường như đang tan vỡ và tôi không biết phải làm gì.,2,Depression,0.17420416
"Tạo một bảng chia động từ tiếng Anh cho động từ ""speak"" ở thì quá khứ.",5,Stress,0.16850667
Cảm ơn. Tôi sẽ cố gắng hết sức. Thật khó để tưởng tượng rằng mọi thứ có thể trở nên tốt hơn khi tôi cảm thấy quá chán nản.,0,Anxiety,0.2360523
I'm feeling regretful and filled with self-criticism today. I can't help but look back on my personal relationships and feel like I've made so many mistakes.,2,Depression,0.17512342
Thank you. Your support and guidance mean a lot to me. I'm feeling more hopeful about addressing these issues with my fiancee and taking steps towards a healthier future together.,2,Depression,0.15918098
How is a soufflé made??,5,Stress,0.17077588
"Đúng, nhưng họ kiếm cớ.",1,Bipolar,0.19386724
Tôi nghĩ việc dành thời gian riêng mỗi ngày cho những hoạt động này sẽ giúp tôi ưu tiên hạnh phúc và nâng cao lòng tự trọng của mình. Điều quan trọng cần nhớ là tôi xứng đáng được chăm sóc bản thân và tìm thấy sự thỏa mãn ngoài công việc và tài chính.,0,Anxiety,0.19034117
"Cảm ơn , tôi đánh giá cao sự hỗ trợ và hướng dẫn của bạn. Tôi nghĩ việc thực hành lắng nghe tích cực và sử dụng câu nói “Tôi” để bày tỏ cảm xúc và mối quan tâm của mình sẽ hữu ích trong cuộc họp. Điều quan trọng đối với tôi là tiếp cận cuộc trò chuyện với tinh thần cởi mở và sẵn sàng lắng nghe quan điểm của người khác.",5,Stress,0.18670155
"Tôi nghĩ bây giờ đây là một khởi đầu tốt. Cảm giác thật tuyệt khi có người trò chuyện cùng, người biết lắng nghe và thấu hiểu. Tôi bắt đầu cảm thấy một tia hy vọng rằng mọi thứ có thể trở nên tốt hơn. Cảm ơn bạn đã dành thời gian và hướng dẫn. Tôi sẽ thực hiện cuộc gọi đó và tìm một nhà trị liệu có thể giúp tôi trên hành trình này.",0,Anxiety,0.17866178
"Cảm ơn vì những lời tốt đẹp của bạn. Tôi đã cố gắng giữ thái độ tích cực bằng cách tập trung vào sở thích của mình và dành thời gian cho những người thân yêu. Nó giúp tôi quên đi cảm giác thất vọng và bị bỏ rơi. Tuy nhiên, đôi khi, thật khó để duy trì tư duy tích cực này.",0,Anxiety,0.20444544
You're right. I shouldn't shy away from standing up for myself. I deserve to be treated with respect and kindness. I'll try talking to them calmly and explaining how their behavior has been affecting me.,2,Depression,0.15637806
"Chà, gần đây tôi đã kết nối với một nhóm hỗ trợ trong cộng đồng của mình. Nghe câu chuyện của những người khác đã vượt qua cơn nghiện khiến tôi hy vọng rằng mình cũng có thể làm được điều tương tự. Tôi cũng tìm thấy sự thoải mái khi thể hiện bản thân thông qua việc viết lách. Đó là cách để tôi suy ngẫm về cảm xúc của mình và hiểu rõ hơn. Những bước nhỏ này giữ cho hy vọng của tôi còn sống.",3,Normal,0.17975207
"Có lẽ tôi có thể bắt đầu bằng cách quyết đoán hơn và bình tĩnh bày tỏ cảm xúc của mình, đảm bảo sử dụng câu nói ""tôi"" để tránh nghe có vẻ buộc tội. Điều quan trọng là tôi phải nhớ rằng nhu cầu của tôi cũng có giá trị.",2,Depression,0.18841144
"Tôi đã nghĩ về điều đó, nhưng có lẽ tôi đã do dự. Tôi không muốn tạo gánh nặng cho người khác về những vấn đề của mình và đôi khi tôi cảm thấy khó diễn tả thành lời những gì mình đang cảm thấy. Tôi cảm thấy bế tắc.",2,Depression,0.19577661
Tôi đoán là tôi chưa thực sự nghĩ về nó theo cách đó. Có lẽ nó đáng để thử. Thật khó để liên lạc được khi tất cả những gì tôi muốn làm là biến mất.,0,Anxiety,0.18870513
"  I'm having trouble adjusting to a major life change, such as a new job or moving to a new city. What can I do to cope? ",5,Stress,0.19055961
Cảm ơn. Tôi đánh giá cao sự hiểu biết của bạn. Cảm giác ghen tị này len lỏi vào khi tôi thấy đồng nghiệp của mình xuất sắc và nhận được sự công nhận cho công việc của họ. Giống như tôi liên tục so sánh mình với họ và điều đó khiến tôi nghi ngờ khả năng của chính mình. Thật mệt mỏi.,2,Depression,0.19368793
Name two common sports indigienous to North America.?,3,Normal,0.16409677
"Lý tưởng nhất là chúng ta giải quyết vấn đề, xin lỗi nếu cần và nỗ lực xây dựng lại niềm tin. Tôi tin rằng với sự giao tiếp cởi mở, chúng ta có thể tìm ra cách tiến về phía trước một cách tích cực.",2,Depression,0.18603413
"Chà, tôi lo rằng mình sẽ không đủ giỏi, rằng tác phẩm nghệ thuật của tôi sẽ không bao giờ đạt được kỳ vọng của tôi. Thật khó để tôi có thể từ bỏ tư duy cầu toàn đó.",0,Anxiety,0.17314771
"Vâng! Tôi đã bắt đầu áp dụng các bài tập thở sâu để bình tĩnh trước khi nói và điều đó thực sự có ích. Tôi cũng nhắc nhở bản thân rằng mọi khán giả đều muốn tôi thành công, điều này giúp tôi tự tin hơn. Thật thú vị khi thấy bản thân trưởng thành và vượt qua những thử thách này.",1,Bipolar,0.19427358
Tôi cảm thấy quá choáng ngợp và xấu hổ. Dường như tôi không thể thoát khỏi đám mây căng thẳng liên quan đến công việc đang bóp nghẹt tôi. Hôn thê của tôi lo lắng cho tôi và điều đó ảnh hưởng đến mối quan hệ của chúng tôi.,6,Suicidal,0.15456827
"Tôi có thể dành những khoảng thời gian cụ thể mỗi ngày để ưu tiên việc viết của mình, ngay cả khi chỉ trong vài phút.",1,Bipolar,0.19363715
"Cảm ơn. Tôi nghĩ điều quan trọng đối với tôi là đặt ra các mục tiêu cụ thể phù hợp với giá trị của mình và tạo ra lộ trình để đạt được chúng. Tôi cũng muốn tích cực tìm kiếm cơ hội phát triển, cho dù đó là tham gia các dự án mới hay tìm kiếm sự hướng dẫn từ những cá nhân có kinh nghiệm trong lĩnh vực của tôi. Bằng cách tập trung vào thời điểm hiện tại và những chiến thắng nhỏ trên đường đi, tôi tin rằng mình có thể trau dồi một sự nghiệp hạnh phúc và viên mãn hơn.",2,Depression,0.19143175
", tôi đang có một mối quan hệ lâu dài và đã trải qua nhiều thăng trầm trong một thời gian khá lâu. Gần đây tôi phát hiện ra bạn đời của mình không chung thủy. Tiết lộ này đã khiến tôi rung động tận đáy lòng và buộc tôi phải đặt câu hỏi về nền tảng của mối quan hệ của chúng tôi.",2,Depression,0.21580452
"""Explain the meaning of the phrase “to wear ones heart on ones sleeve”.""?",2,Depression,0.1992689
"Tôi chưa nghĩ về điều đó, nhưng nó có thể hữu ích. Nói chuyện với một người trung lập, người có thể đưa ra hướng dẫn có thể giúp tôi hiểu rõ hơn về những gì tôi nên làm tiếp theo. Tôi cảm thấy lạc lõng và không biết phải tiếp tục như thế nào.",0,Anxiety,0.22156776
"Chà, có một lần tôi đã đạt được điều gì đó mà tôi chưa bao giờ nghĩ mình có thể. Tôi cảm thấy tự hào và giá trị bản thân hơn bao giờ hết. Nhưng gần đây, tôi cảm thấy như mình đã mất đi tia sáng đó.",6,Suicidal,0.18594915
"Vâng, bất cứ khi nào chúng ta họp mặt gia đình, đó là công thức dẫn đến thảm họa. Các cuộc tranh cãi ngày càng leo thang và tôi thấy mình ước mình có thể trốn thoát.",1,Bipolar,0.17823139
"Chúng tôi đã ở bên nhau nhiều năm và tôi nghĩ chúng tôi đã hạnh phúc. Nhưng sau đó, đột nhiên, anh ấy đã kết thúc mọi chuyện. Tôi đã cố gắng hiểu tất cả và tôi không thể không tự trách mình.",0,Anxiety,0.16630785
"Thành thật mà nói, ý nghĩ đó khiến tôi vừa phấn khích vừa sợ hãi. Nó giống như đứng trên rìa của một vách đá, sẵn sàng có một bước nhảy vọt về niềm tin vào những điều chưa biết. Nhưng trong sâu thẳm, tôi biết rằng việc theo đuổi ước mơ này sẽ mang lại cho tôi niềm vui vô bờ bến và cảm giác thỏa mãn.",0,Anxiety,0.20200267
"Tôi như mất hết hy vọng. Cô ấy là chỗ dựa của tôi, là người duy nhất hiểu tôi. Không có cô ấy, tôi cảm thấy bị cô lập, như chìm đắm trong nỗi buồn.",0,Anxiety,0.17958024
"Chào . Cảm ơn vì sự có mặt. Khi tôi nói phòng thủ, ý tôi là tôi luôn ở trong tình trạng căng thẳng, thường xuyên đề phòng, như thể đang mong đợi ai đó tấn công mình hoặc nghi ngờ hành động của mình. Và cảm giác bị lừa dối này giống như tôi đã làm đúng mọi việc nhưng vẫn chưa đạt được điều mình mong đợi. Giống như tôi đã nỗ lực hết mình nhưng cuộc sống lại không mang lại cho tôi những gì tôi xứng đáng.",0,Anxiety,0.22073986
"Well, I feel like I'm constantly under scrutiny at work. It seems like no matter what I do, criticism comes my way. I can't shake off this feeling of constantly being judged, and it's affecting my performance and overall well-being.",3,Normal,0.16986924
"Bạn nói đúng. Đã đến lúc tôi phải có cuộc trò chuyện đó, dù nó có thể mang tính thử thách như thế nào. Tôi cần bày tỏ tình yêu và sự quan tâm của mình mà không mang theo cảm giác tội lỗi không cần thiết. Tôi sẽ nghe theo lời khuyên của bạn và cố gắng tiếp cận nó với sự đồng cảm và thấu hiểu. Cảm ơn bạn đã hướng dẫn tôi đi đúng hướng.",0,Anxiety,0.1773423
