statement,predicted_label_id,predicted_status,confidence
"Xin chào , tôi hy vọng hôm nay bạn làm tốt. Tôi cảm thấy hơi căng thẳng và tôi đang tìm kiếm sự hướng dẫn nào đó để tìm thấy cảm giác bình yên và thành công trong cuộc sống. Bạn có thể giúp tôi với đó?",0,Anxiety,0.21291484
"Cảm ơn bạn! Tôi thực sự đánh giá cao sự khuyến khích của bạn. Tôi may mắn có được một nhóm bạn bè và gia đình yêu thương và thấu hiểu, những người luôn ở bên tôi. Họ mang đến cho tôi sự hỗ trợ vững chắc và liên tục nhắc nhở tôi về sức mạnh của mình. Ngoài ra, tôi đang cân nhắc việc tham gia một nhóm hỗ trợ nơi tôi có thể kết nối với những người khác cũng đang nỗ lực tìm kiếm sự bình yên trong chính họ.",1,Bipolar,0.18748061
"Vâng, trong khi tôi đang đi du lịch, tôi cũng mất đi một người thân yêu của tôi. Điều đó thật bất ngờ và nó đã tác động mạnh đến tôi. Giữa cuộc phiêu lưu kỳ thú này, tôi thấy mình đang đau buồn vì mất đi một người thân yêu.",3,Normal,0.18807185
It's the thought of being the center of attention on the big day. The idea of so many eyes on me makes my heart race and my palms sweaty.,5,Stress,0.20213147
"Xin chào , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy thực sự buồn, đặc biệt là khi nói đến công việc. Tôi dường như không thể tìm thấy bất kỳ sự hài lòng hay thỏa mãn nào trong những gì mình làm và điều đó thực sự khiến tôi thất vọng.",3,Normal,0.21480344
", tôi nhận thấy rằng tôi có xu hướng tìm đến các chất kích thích như một phương tiện trốn thoát khi cuộc sống trở nên quá sức chịu đựng. Nó giống như một sự giải tỏa tạm thời nhưng về lâu dài nó chỉ làm tăng thêm cảm giác trầm cảm của tôi. Mô hình này tạo ra một vòng luẩn quẩn, khiến việc tìm kiếm sự bình yên và ổn định lâu dài trong cuộc sống của tôi trở nên vô cùng khó khăn.",1,Bipolar,0.20901127
"Vâng, tôi sẽ đánh giá rất cao bất kỳ bài tập hoặc kỹ thuật nào có thể giúp tôi bắt đầu quá trình tha thứ. Tôi tin rằng nó sẽ đưa tôi đến gần hơn với việc chữa lành và tìm thấy sự bình yên trong chính mình.",5,Stress,0.15854406
"Cảm ơn sự hướng dẫn của bạn. Tôi đánh giá cao sự hỗ trợ và hiểu biết của bạn. Nó mang lại cho tôi sự rõ ràng và hy vọng rằng có nhiều cách để vượt qua cuộc xung đột này với bạn bè của tôi. Tôi sẽ bắt đầu tìm kiếm một người hòa giải và trong thời gian chờ đợi, tôi sẽ nỗ lực suy ngẫm và hoàn thiện bản thân. Tôi tin rằng với nỗ lực, sự kiên nhẫn và những công cụ phù hợp, chúng ta có thể mang lại hòa bình cho tình bạn của mình.",5,Stress,0.21666034
"Chà, người bạn đời cũ của tôi thường xa cách về mặt tình cảm, và điều đó khiến tôi nhớ đến sự vắng mặt của bố mẹ tôi trong thời thơ ấu. Điều đó khiến tôi đặt câu hỏi liệu có bao giờ tôi tìm được một người thực sự có thể ở bên mình hay không, hay liệu số mệnh của tôi có phải lặp lại chu kỳ bị bỏ rơi hay không.",0,Anxiety,0.18768248
Tôi chưa. Tôi đã quá mệt mỏi với những cuộc đấu tranh của chính mình đến nỗi tôi thậm chí còn không nghĩ đến việc liên hệ để được giúp đỡ. Tôi sợ bị coi là yếu đuối hoặc không có năng lực.,2,Depression,0.17319967
