statement,predicted_label_id,predicted_status,confidence
"Cha mẹ tôi khá nghiêm khắc khi tôi lớn lên và tôi không muốn lặp lại những khuôn mẫu tương tự. Tuy nhiên, đôi khi tôi thấy mình vô tình lặp lại những hành vi này và điều đó khiến tôi bực bội.",3,Normal,0.1820173
"Cảm ơn. Lời nói của bạn cho tôi hy vọng. Tôi biết điều đó sẽ không dễ dàng, nhưng tôi sẵn sàng bắt đầu quá trình chữa lành này và tìm cách vượt qua những cảm giác chán nản và bất an này.",6,Suicidal,0.21421596
"Tất nhiên rồi ! Chà, tôi luôn là người coi trọng sâu sắc những mối quan hệ và kết nối chặt chẽ. Tôi phát triển nhờ tình yêu và sự hỗ trợ mà tôi nhận được từ bạn bè và gia đình. Tuy nhiên, gần đây, tôi tự hỏi liệu mình có trở nên quá phụ thuộc vào người khác vì hạnh phúc của mình hay không.",6,Suicidal,0.24128167
"Tôi đã thử nhưng nó không giống nhau. Có vẻ như không ai hiểu tôi như cô ấy. Tôi cảm thấy như mình đang liên tục tìm kiếm một sự kết nối, nhưng tôi luôn không tìm được.",6,Suicidal,0.25089124
Tôi sẽ thử. Tôi muốn hàn gắn tình bạn này và tự bảo vệ mình. Thật khó để đặt mình ra khỏi đó sau khi trải qua quá nhiều nỗi đau.,5,Stress,0.16290577
Tôi nghĩ đó là luồng thông tin mới liên tục và cảm giác được kết nối với người khác. Nó giống như một nguồn kích thích vô tận.,0,Anxiety,0.22434746
"Tôi tin rằng việc thiết lập ranh giới và thực hành lắng nghe tích cực có thể hữu ích trong việc hướng tới tầm nhìn mong muốn của tôi. Bằng cách đặt ra ranh giới, ý tôi là làm rõ cho mọi người liên quan biết hành vi nào được và không được chấp nhận trong các cuộc thảo luận khó khăn này. Điều này có thể giúp tạo ra một môi trường an toàn hơn, nơi mọi người cảm thấy được tôn trọng và thấu hiểu. Ngoài ra, việc tích cực lắng nghe nhau mà không ngắt lời hoặc trở nên phòng thủ, có thể nuôi dưỡng sự đồng cảm và mở đường cho sự hiểu biết và kết nối tốt hơn.",0,Anxiety,0.18724813
"Trong tương lai, tôi muốn có một cuộc trò chuyện bình tĩnh với các thành viên trong gia đình tôi có liên quan, bày tỏ những lời nói và hành động của họ khiến tôi cảm thấy thế nào và cố gắng tìm ra giải pháp. Đối với tôi, điều quan trọng là duy trì mối quan hệ lành mạnh với gia đình mình.",0,Anxiety,0.22194657
"Tôi đoán đó là sự kết hợp giữa nỗi sợ hãi, trách nhiệm và thiếu sự hỗ trợ. Tôi sợ theo đuổi đam mê của mình vì không muốn thất bại hay làm người khác thất vọng. Sức nặng của trách nhiệm khiến tôi ưu tiên sự ổn định hơn ước mơ của mình. Và việc thiếu sự ủng hộ từ những người thân yêu khiến tôi đặt câu hỏi liệu ước mơ của mình có đáng theo đuổi hay không.",6,Suicidal,0.19220603
"Vâng, tôi đã thử nhiều thứ như thiền và viết nhật ký, nhưng dường như tôi không thể duy trì chúng lâu dài. Thật khó để tìm thấy động lực để tiếp tục khi tôi cảm thấy quá tải.",6,Suicidal,0.22669253
"No, I haven't. I'm afraid that if I confront my friend, they might get defensive or distance themselves even more. I don't want to lose the friendship, but it's hard to keep these emotions to myself.",2,Depression,0.20907193
"Tất nhiên rồi ! Tom đã trải qua các triệu chứng trầm cảm. Anh ấy hầu như lúc nào cũng cảm thấy thực sự chán nản, thiếu năng lượng và mất hứng thú với những thứ mà anh ấy từng yêu thích. Giống như anh ấy đã mất đi niềm say mê với cuộc sống, điều đó khiến trái tim tôi tan nát.",6,Suicidal,0.27794856
Tôi đoán tôi chưa thực sự nghĩ về nó theo cách đó. Có lẽ đáng để thử và dựa vào họ để được hỗ trợ. Thật khó để tôi mất cảnh giác và dễ bị tổn thương.,1,Bipolar,0.20199509
Mô tả mục đích của mạng riêng ảo (VPN).,1,Bipolar,0.20001028
"Cảm ơn. Sự hỗ trợ của bạn có ý nghĩa rất lớn đối với tôi. Tôi tin rằng với sự kết hợp giữa giao tiếp cởi mở, sự đồng cảm cũng như sự hướng dẫn và công cụ mà bạn cung cấp, tôi sẽ có thể giải quyết xung đột gia đình này và hướng tới một mối quan hệ hài hòa và trọn vẹn hơn với những người thân yêu của mình.",0,Anxiety,0.22195297
"Tôi thực sự không nhận thấy một khuôn mẫu nào, nhưng gần đây cô ấy đang trải qua một khoảng thời gian khó khăn. Công việc của cô ấy rất căng thẳng và cô ấy đang phải giải quyết một số vấn đề cá nhân. Tôi cố gắng hiểu, nhưng tôi vẫn đau lòng khi cô ấy từ chối tôi.",0,Anxiety,0.21749012
"Xin chào , tôi hy vọng bạn vẫn ổn. Tôi muốn nói chuyện với bạn về điều gì đó thực sự khiến tôi bị sốc. Gần đây tôi vừa trải qua một sự kiện đau thương và nó khiến tôi cảm thấy hoàn toàn suy sụp.",3,Normal,0.16843845
I think my loved ones feel neglected because I haven't been giving them the attention they deserve. I've been so wrapped up in my own joy that I haven't been fully present for them.,0,Anxiety,0.15999465
"Tôi đã cố gắng, nhưng thật khó để diễn đạt được chiều sâu niềm đam mê và sức nặng của sự bất an trong tôi. Thường có cảm giác như tôi đang nói một ngôn ngữ khác và họ không hiểu.",0,Anxiety,0.19630294
"Tôi đang cố gắng tập trung vào việc hoàn thiện bản thân và phát triển cá nhân. Tôi tin rằng bằng cách đầu tư vào bản thân, tôi sẽ thu hút được những mối quan hệ lành mạnh và tìm được người xứng đáng với sự tin tưởng của tôi. Tôi cũng tìm thấy niềm an ủi khi dành thời gian với những người bạn và gia đình đáng tin cậy, những người luôn ủng hộ tôi vô điều kiện.",0,Anxiety,0.2237385
Tôi đã cố gắng nhưng thường bị choáng ngợp và cuối cùng phải tắt máy. Giống như lời nói của tôi bị lạc lối và tôi không thể tìm được từ phù hợp để truyền tải những gì đang diễn ra bên trong mình. Thật là bực bội.,6,Suicidal,0.21698673
"Tôi chưa thực hiện nhiều nghiên cứu, nhưng tôi sẽ ưu tiên nó. Sẽ là lý tưởng nếu tìm được một lớp học phù hợp với lịch trình và trình độ kỹ năng của tôi. Tôi muốn đảm bảo rằng tôi đang ở trong một môi trường nơi tôi có thể học theo tốc độ của riêng mình và nhận được phản hồi mang tính xây dựng khi cần.",0,Anxiety,0.20384468
Chắc chắn rồi. Tôi nghĩ mọi chuyện bắt đầu sau khi tôi trải qua một sự kiện đau thương. Tôi không có hệ thống hỗ trợ phù hợp và tôi đã chuyển sang sử dụng chất gây nghiện như một cách để xoa dịu nỗi đau. Nó giống như một cái nạng mà tôi không thể buông ra được.,0,Anxiety,0.20949234
"Ước mơ của tôi là trở thành một nhà văn thành công. Tôi luôn có niềm đam mê với việc kể chuyện, nhưng những tổn thương mà tôi đã trải qua khiến tôi nghi ngờ khả năng của mình. Tôi tưởng tượng ước mơ của mình thành hiện thực bằng cách xuất bản cuốn tiểu thuyết của riêng tôi và tác động đến cuộc sống của mọi người. Tôi khao khát tạo ra ảnh hưởng tích cực thông qua những lời văn của mình.",0,Anxiety,0.21309102
Giải thích quy trình không đồng bộ là gì,4,Personality disorder,0.18356897
She's afraid that people will think she's weak or that they won't understand what she's going through.,2,Depression,0.22559339
"Tôi sẽ cố gắng hết sức. Sẽ không dễ dàng gì, nhưng tôi biết mình cần thực hiện một số thay đổi trong bản thân để phá vỡ chu kỳ xung đột và buồn bã liên tục này.",0,Anxiety,0.2140477
"Tôi đảm bảo nghỉ ngơi và tham gia vào các hoạt động giúp tôi nạp lại năng lượng. Cho dù đó là dành thời gian hòa mình vào thiên nhiên, đọc sách hay theo đuổi sở thích của mình, tôi đều ưu tiên việc chăm sóc bản thân. Việc chăm sóc bản thân cho phép tôi trở thành hệ thống hỗ trợ tốt nhất cho hôn thê của mình.",0,Anxiety,0.20667933
"Tôi nghĩ hiện tại, việc tập trung vào những bước này để cải thiện trải nghiệm ở trường của mình là một khởi đầu tốt. Cảm ơn bạn đã lắng nghe và giúp tôi nhìn mọi thứ từ một góc nhìn khác.",0,Anxiety,0.21119876
"Chà, tôi luôn tưởng tượng việc tạo ra một môi trường yêu thương và nuôi dưỡng cho con tôi, nơi chúng sẽ cảm thấy an toàn, được hỗ trợ và được khuyến khích theo đuổi ước mơ của mình. Tôi muốn trở thành kiểu cha mẹ hiểu và chấp nhận con người thật của mình, vô điều kiện.",1,Bipolar,0.16263813
"Chắc chắn rồi. Vì vậy, tôi đang cố gắng tìm một sở thích mới để lấp đầy thời gian và mang lại chút hứng thú cho cuộc sống. Tuy nhiên, tôi dường như không thể quyết định một hoạt động cụ thể nào. Giống như có một cuộc chiến đang diễn ra giữa mong muốn thử điều gì đó mới mẻ và nỗi sợ hãi rằng tôi không đủ giỏi ở lĩnh vực đó.",0,Anxiety,0.17324293
